Entities,neg,pos,neu,Count
Henri van Breda,1,0,0,11
Indonesia,1,2,3,11
Jay-Z,0,0,2,11
Mario Taracena,2,1,0,11
Michael Gove,2,1,0,11
Norway,2,2,4,11
الأردني,0,4,0,11
الأمريكية,0,4,0,11
PM,6,1,4,11
singer,1,6,4,11
Tokyo,2,2,2,11
Lisa Page,1,0,1,11
Bob Hugin,0,1,0,11
Hamid,1,0,0,11
Jack Montgomery,1,2,2,11
Carlos Curbelo,0,3,2,11
Commerce Secretary,3,4,4,11
Wisconsin,4,2,2,11
Attorney,7,1,3,11
Israelis,6,0,2,11
Singaporean,1,3,3,11
Kim Yong-chol,0,6,0,11
Second Amendment,0,4,2,11
first lady,0,4,7,11
three-year,7,0,2,11
Donald John Trump,0,1,0,11
Clinton,2,5,1,11
Roberto Caballero Escobar,0,0,1,11
JCPOA,4,0,1,11
Atlantic,3,5,2,11
Chris Cuomo,1,1,3,11
Centers for Disease Control and Prevention,2,0,2,11
Joshua Philip Yabut,0,0,1,11
Sinaloa Cartel,2,1,1,11
Malaysia,2,0,2,11
District of Columbia,1,1,6,11
Rob Reiner,0,0,1,11
Trump Challenger Katie Arrington,0,0,1,11
Hassan Rouhani,2,1,3,11
Global Times,2,0,1,11
Ukraine,3,3,3,11
Syrian Democratic Forces,1,0,1,11
Bill Clinton Addresses Weinstein,0,1,0,11
Richard A. Soto,1,0,0,11
Dallas,2,0,5,11
Mary Dawson,0,0,1,11
Jason Chaffetz,1,1,0,11
Travis County,0,1,2,11
attorneys,7,3,1,11
Jim Acosta,0,0,4,11
Department of Labor,1,0,5,11
Malia,1,2,0,11
Carl Ferrer,0,0,1,11
Switzerland,2,1,8,11
Jamie Dimon,1,2,1,11
Forest Whitaker,1,0,0,11
Jon Voight,0,1,0,11
CODEPINK,1,2,0,11
Air Force One,1,4,0,11
Ford & Fiat,0,1,0,11
Glenn Greenwald,1,0,1,11
Jay Y. Lee,0,0,1,11
lunes,0,5,3,11
Mark Ramos,1,0,0,11
Moscú,3,1,0,11
OTAN,0,1,1,11
Panama,1,0,1,11
World Meteorological Organization,0,4,1,11
Fred Fleitz,1,0,0,11
Gavin Patterson,1,0,0,11
Hope Hicks,0,1,0,11
Steve Stivers,2,0,0,11
Abdulrahman al-Rashed,0,0,1,11
Omar al-Razzaz,2,0,0,11
GMT,0,2,9,11
Sheikh,1,3,7,11
Idlib province,2,1,0,11
Taliban for Eid,0,0,1,11
Farid Othman Ali Jabbar,1,0,0,11
Afghan government,2,2,2,10
Bella,1,0,1,10
Brasil,0,0,5,10
Dublin,2,1,1,10
executive director,3,1,6,10
first year,4,3,2,10
Getty Images Image,2,1,1,10
Guardian,0,2,7,10
Hill House,0,0,1,10
Mail,1,0,0,10
NAtional Trust for Scotland,0,0,1,10
North,2,1,4,10
Northern Ireland Water,0,0,1,10
رئيس الوزراء,3,5,2,10
اسپانیا,0,1,1,10
عمر الرزاز,2,0,0,10
OPEP,0,0,1,10
Scottish,0,2,6,10
Sergio Cabañas,5,0,0,10
Spencer Tunick,1,0,0,10
Yes,2,6,2,10
Der Spiegel,2,1,0,10
May-17,1,3,3,10
Ron DeSantis,1,0,1,10
CA,1,5,2,10
@IvankaTrump,0,2,0,10
Chris Tomlinson,1,7,1,10
Kremlin,1,3,4,10
Republican Assembly Leader,0,1,0,10
Don Lemon,0,0,1,10
TBS,1,2,1,10
Pennsylvania,5,3,1,10
Hawaii,1,2,2,10
Gallup,0,1,2,10
Emmanuel Macron,2,5,2,10
NBA,4,2,1,10
International House of Pancakes,0,0,1,10
awrhawkins@breitbart.com,0,0,10,10
Alyssa Milano,1,0,0,10
"Wednesday, June 6, 2018",1,0,0,10
Alice Johnson,0,2,0,10
U.S. government,2,1,4,10
executives,0,3,7,10
Bloomberg,2,1,5,10
Chair,4,5,1,10
Prosecutors,7,1,2,10
Chief,3,2,5,10
"April 5, 2017",0,1,0,10
Iran deal,4,2,0,10
Muslim Brotherhood,1,2,4,10
Environmental Protection Agency (EPA,0,1,0,10
Arkansas,1,2,3,10
Todd Byrns,1,0,0,10
Jake Tapper,2,1,1,10
Obama Administration,3,0,3,10
Fox News Channel,0,0,4,10
George Clooney,1,0,2,10
Shanghai Cooperation Organization Meeting,0,0,1,10
Federal Reserve,0,2,4,10
Iranians,5,1,0,10
Disney,1,3,3,10
Us,2,0,8,10
VA,3,2,0,10
Throng Israel,0,0,1,10
Pacific,2,1,5,10
Dutch,2,0,5,10
Frank Gaffney,3,0,0,10
Puerto Rico,0,4,1,10
Leslie Jones,3,1,0,10
George H.W. Bush,2,1,4,10
Join us,2,7,1,10
George “Sonny,0,2,0,10
Clinton Global Initiative,0,0,1,10
Javier Duarte,0,0,2,10
Mecca,4,0,0,10
Harvard,1,1,4,10
Security Council,2,1,3,10
Qur’anic,1,0,0,10
@LizSly,0,0,1,10
Gulen,1,0,0,10
Banjul,3,1,0,10
Jose Medina,0,1,0,10
Mosul,1,0,1,10
Andrew Jackson,0,1,1,10
Arctic,0,2,0,10
Corea del Norte,0,0,1,10
CRE,1,0,0,10
Debra Clayton,1,0,1,10
Dow Jones Indices LLC,0,0,5,10
expresidente,3,1,6,10
Ian Schrager,0,1,0,10
Lakensha Smith Loyd,0,0,1,10
Martín Lousteau,0,0,1,10
New Delhi,2,1,3,10
Nobel,2,3,0,10
puertorriqueño,3,1,6,10
Red Cross,3,0,0,10
William Henry Harrison,1,0,0,10
Alexa,2,0,0,10
Barbara Bottini,1,0,0,10
Ben Ray Luján,1,1,0,10
BT,2,1,0,10
Debbie Gatzek Kratter,1,0,0,10
Eric Greitens,1,0,0,10
John Christopher Smith,1,0,0,10
Laurel Irving,1,0,0,10
Mónica Lewinsky,0,0,1,10
Michael Andre Hancock,1,0,0,10
Preet Bharara,0,0,1,10
Rich Madaleno,0,1,0,10
Susan Witt,1,0,0,10
Gebran Bassil,2,0,0,10
Khalifa Haftar,0,0,2,10
Iran Revolutionary Guards Corps,1,0,0,10
Panos Moumtzis,1,0,0,10
abril,1,3,4,9
Afghans,2,0,2,9
Daily,1,3,1,9
Labour Party,1,0,1,9
رئيس,6,2,1,9
الأربعاء,3,3,1,9
الرئيس,4,1,4,9
المصرية,1,1,0,9
الیس جانسون,0,0,1,9
افغانستان,0,0,1,9
سيدة,2,2,5,9
PDVSA,0,1,0,9
Poundworld,3,0,0,9
Shutterstock,4,0,3,9
six weeks,2,2,4,9
This Week,3,0,4,9
نخست وزیر,0,0,9,9
US State Department,4,0,1,9
Veere Di Wedding,1,0,0,9
Thomas D. Williams,1,3,5,9
Bureau of Labor Statistics,3,0,2,9
Stanford University,2,1,1,9
seven-year,8,1,0,9
Chip Somodevilla,2,3,4,9
Press Secretary,2,4,3,9
associate editor,0,0,9,9
Jun-01,4,1,3,9
MSNBC,3,1,1,9
seven years,2,3,2,9
one year,2,2,5,9
Jerome Hudson,0,4,3,9
Two days,3,0,3,9
Hillary,2,1,1,9
Armed American Radio,0,0,9,9
communist,1,3,3,9
Robert Arce,3,0,0,9
Walmart,2,1,2,9
Rob Goldstone,0,1,0,9
Roseanne Barr,1,0,0,9
ExxonMobil,0,1,5,9
Amazon.com Inc.,0,0,1,9
U.S. Immigration and Customs Enforcement,0,1,1,9
Muslim Public Affairs Council,0,1,0,9
Android,1,3,3,9
World Bank,5,0,1,9
NY,1,3,5,9
Medicaid,1,4,2,9
Xinhua,1,0,2,9
Stimson,0,0,1,9
Navy,3,2,0,9
U.S. Navy,1,1,2,9
Marc Short,2,2,0,9
Administrator,2,6,1,9
Reid,0,1,0,9
MANDEL NGAN,0,2,0,9
Carter Page,0,1,1,9
James Livingston,1,0,0,9
Michael Chikindas,1,0,0,9
Sandra Bullock,0,0,2,9
UPI,2,0,5,9
Montana,2,5,1,9
Yonhap,1,0,2,9
DOJ,3,0,1,9
one day,1,2,6,9
Peter Schweizer,1,1,0,9
14-Year,2,0,0,9
Howard X,1,0,2,9
Soviet Union,3,2,1,9
columnist,1,4,4,9
Indiana,4,2,3,9
inspector general,4,0,5,9
Hindu,1,1,1,9
Massachusetts,4,1,2,9
Diane Sawyer,0,1,0,9
Judy Woodruff,0,0,1,9
Cal Poly,0,1,1,9
UN Security Council,2,1,3,9
ZeniMax Media,0,1,0,9
Sunni,1,2,3,9
Sudan,3,1,2,9
Bahrain,2,0,4,9
Orlando,0,1,3,9
Atlanta,2,5,2,9
Carrefour,1,2,0,9
Andrew Anglin,0,3,0,9
sheriff,7,2,0,9
Connecticut,2,5,2,9
Stephen K. Bannon,0,4,1,9
David Clementi,0,1,0,9
Patty Murray,0,1,1,9
Sonny Perdue,0,4,0,9
Molly de Aguiar,0,0,3,9
David Brock,3,0,0,9
Istanbul,0,2,4,9
World Trade Organization,1,0,3,9
Charlie Spiering,0,1,0,9
Bowe Bergdahl,0,0,3,9
Steve Doig,1,0,0,9
Ben Rhodes Admits Obama,0,0,1,9
Lindsay Lohan,0,0,1,9
Judith Clark,0,1,0,9
USA,4,0,1,9
Rann,3,0,0,9
James Allsup,1,0,0,9
Ivanka,0,1,2,9
Abdel Fattah el-Sisi,1,0,0,9
Closed Captioning,0,0,9,9
Fars,3,0,0,9
Janet Yellen,1,0,0,9
Jose Eduardo Dos Santos,0,1,0,9
Lowell Houser,0,0,1,9
Ollanta Humala,1,0,0,9
Sanaa,3,0,2,9
Scott Black Johnston,0,1,0,9
Skittles,1,0,0,9
Unión Europea,0,1,1,9
West African,3,0,2,9
Argentines,1,0,0,9
Goldman,1,1,0,9
Joseph Mifsud,1,0,0,9
Lonny Shavelson,1,0,0,9
Nueva York,3,0,1,9
Oprah Winfrey,0,0,1,9
Pamela Geller,0,0,1,9
partido FARC,0,0,1,9
Real Academia Española,0,0,1,9
US Department of Agriculture,1,0,0,9
Virginia Apgar,1,0,0,9
Asharq al-Awsat,3,3,1,9
Mohammed Al-Hammadi,0,1,0,9
Abu Dhabi,0,1,5,9
Sultan bin Suhaim,0,0,1,9
Umrah,1,0,1,9
Gaza Israel,1,0,0,9
Tarek Ahmad,1,0,0,9
Catherine Cranston,1,0,0,8
Christianity,1,2,1,8
Commissioner,3,2,3,8
David Davis's,0,1,0,8
Deloitte,1,1,2,8
Eritrean,3,0,0,8
Francia,2,1,3,8
Geneva,0,2,4,8
Heather Nauert,2,2,1,8
manager,1,1,6,8
Moqtada Sadr,1,0,0,8
Ms,6,0,2,8
Northern Ireland Human Rights Commission,2,0,0,8
رمضان,1,0,2,8
تاوسرت,0,1,0,8
Sarah Ewart,1,1,0,8
six years,2,1,4,8
Stockholm,0,1,1,8
two-year,3,2,3,8
مقتدى الصدر,1,1,0,8
Wharton Street,0,1,0,8
Yvonne Seaman,1,0,0,8
U.S. Senate,1,2,4,8
Kris Kobach,0,0,1,8
Kansas,1,1,4,8
Islamic State of Iraq,2,1,0,8
Philippine,2,2,1,8
Utah,2,0,5,8
breitbart.com,0,8,0,8
U.K.,2,2,1,8
Lebanese,1,1,4,8
Tommy Robinson,1,0,1,8
Bob Goodlatte,1,0,1,8
10 years,3,0,2,8
20 years,2,0,5,8
Wall Street Journal,4,0,0,8
Hannity,1,0,1,8
Anti-Israel,0,0,1,8
Netanyahu,4,0,1,8
Frances Martel,1,7,0,8
Illinois,2,2,3,8
Nevada,2,0,4,8
Title X,0,1,1,8
ABC News,2,1,3,8
three weeks,4,2,2,8
Quebec,3,3,1,8
actress,2,2,4,8
Petrobras,1,0,0,8
UAW’s International Executive Board,0,0,1,8
Morocco,2,1,5,8
Hua Chunying,3,0,0,8
Laredo Sector,2,1,0,8
Laredo Station,1,1,0,8
U.S. Department of Justice,2,1,1,8
Koch brothers,0,1,1,8
West Point,0,0,1,8
Anna Skrytek,0,0,1,8
Met Gala,0,1,1,8
Rihanna,1,3,1,8
Delaware,2,1,3,8
New Hampshire,1,0,5,8
ICE,2,1,2,8
Pacific Ocean,2,1,1,8
New Zealand,2,1,4,8
Wiesbaden,2,0,1,8
Moroccan,2,1,1,8
Bronx,2,1,0,8
Kentucky,1,1,1,8
Alex Marlow,1,4,0,8
Islamists,5,1,2,8
Kerry Kennedy,0,0,1,8
Chicago Police Department,1,0,1,8
Quantico,3,0,0,8
Times of London,0,2,1,8
John Doe,0,0,1,8
Konstantin Kilimnik,1,0,0,8
Cloak and Dagger,1,0,1,8
G7 forum,0,0,1,8
Kurdish militias,1,0,0,8
Gaza Strip,1,1,2,8
Soviet,0,3,3,8
Javier García-Bengochea,0,0,1,8
Havana,0,2,1,8
American Airlines,0,1,3,8
Geert Wilders,2,0,0,8
AI,0,2,1,8
Al Salman,1,0,1,8
Oakland,1,0,1,8
Shelley Moore Capito,1,0,2,8
"January 18, 2017",2,1,3,8
Jimmy Kimmel,0,3,1,8
Manu Raju,2,2,2,8
Ford,0,2,2,8
Rosemary Barton,0,0,1,8
Al Gore,2,0,1,8
Carlos Slim,1,3,1,8
Brandon Darby,0,1,3,8
Texas House District 46,0,0,1,8
Prince of Wales,0,0,1,8
Joel Morris,0,1,0,8
British Broadcasting Corporation,0,0,1,8
Presidents,0,2,6,8
Cy Young,1,1,0,8
David Perdue,0,2,0,8
Perdue III,0,2,0,8
Eric Tanenblatt,0,0,2,8
Vanity Fair,0,3,1,8
Jeff Bezos,3,1,1,8
International Atomic Energy Agency,1,0,1,8
Matteo Salvini,0,1,1,8
Mike Gregoire,1,0,0,8
Uber,1,2,0,8
Dowd,0,0,2,8
Bush-Cheney,2,1,0,8
Gerd Müller,0,0,1,8
Judicial Watch v. United States Department of Justice,0,1,0,8
Sarah,0,1,0,8
American Embassy,0,2,0,8
United Nations Security Council,1,1,2,8
El Chapo,1,0,1,8
Muhammadu Buhari,3,1,0,8
Air Force,2,2,3,8
March for Life,0,0,1,8
Adam Frankel,0,1,0,8
Amatrice,3,0,0,8
Big Mac,1,1,0,8
Clayton Lockett,2,0,0,8
General Motors,0,1,0,8
Isabel Dos Santos,0,1,0,8
Jose Nieves,1,0,0,8
Kathleen Hall Jamieson,0,1,0,8
Kathy Bilitzke,1,0,0,8
King Abdullah,1,3,2,8
Kristin Neff,0,1,0,8
Linda Kaye,0,1,0,8
Linda McMahon,0,0,1,8
Luanda,0,0,1,8
Maleki,2,0,0,8
Mary Pat Christie,1,0,0,8
McDonald's,0,0,2,8
Monica Crowley,0,0,1,8
National Anthem,3,0,1,8
Neil Patel,0,1,0,8
Nuestra Visión,0,2,1,8
المغرب,0,0,2,8
Paul McCartney,0,1,0,8
Perú,1,0,2,8
Rick Snyder,1,0,0,8
sábado,0,2,3,8
Sallie Mae,0,0,1,8
Steve Wynn,1,0,0,8
Tiger Ivan Rodriguez,0,0,1,8
Tom Ford,1,0,1,8
Unión de Naciones Sudamericanas,0,0,1,8
Walter M. Shaub,1,0,0,8
Washington's Union Station,0,1,0,8
Albert Watson,0,1,0,8
Alotenango,2,0,0,8
Antigone,0,1,0,8
Burkina Faso Embassy,1,0,0,8
Diana Feldman,1,0,0,8
DMZ,0,0,2,8
James Syhabout,0,2,0,8
Jason Wang,0,2,0,8
Kim summit,0,2,0,8
Mauricio Jaramillo,1,0,0,8
Mount Sharp,0,1,0,8
MUS'AB ABU-QARIN,1,0,0,8
Secret Service Uniformed Division Officers,0,0,1,8
Serbia,0,1,0,8
Stewart,1,0,0,8
Thomas Keller,0,2,0,8
مصطفى مدبولي,0,1,0,8
Jordanians,2,1,1,8
Jordanian,2,0,2,8
Hodeidah,1,1,1,8
Idlib,1,0,1,8
Turki al-Maliki,0,0,1,8
Ross Teverson,0,1,0,8
Afghan Air Force,1,0,0,7
Alastair Bentley,1,0,0,7
América Latina,3,0,2,7
Anas Aremeyaw Anas Pour Brigth Kankam Boadu,0,0,1,7
BBC Mundo,1,4,0,7
Bild,3,1,3,7
Canadians,0,2,2,7
captain,4,2,1,7
CCTV,2,2,1,7
Democratic Unionist Party,1,1,0,7
Dr,3,1,3,7
English votes for English laws,0,1,0,7
European Parliament,2,1,1,7
Foreign and Commonwealth Office,0,1,1,7
four-year,1,3,3,7
Grenfell,3,1,1,7
Howells,0,1,0,7
Jack,0,2,0,7
Julian Monaghan,0,1,0,7
Lord,0,3,4,7
Martin,1,0,0,7
Metro,1,3,2,7
MP,1,2,4,7
Nazi,5,0,0,7
North America,1,2,4,7
بی بی سی,0,0,4,7
آمریکایی,0,1,2,7
السعودية,2,2,2,7
الملكة,0,3,4,7
سوريا,0,0,2,7
تركيا,0,0,1,7
حاتشبسوت جمال,0,1,0,7
Palmer Luckey,0,1,1,7
Photographer,0,2,5,7
Pope Francis,0,1,3,7
président,1,2,4,7
Prince William,0,3,0,7
Savita Halappanavar,1,0,0,7
Seattle,4,0,1,7
Stephen Meyers,0,1,0,7
Tory,3,1,1,7
Two years,3,1,2,7
کیم کارداشیان وست,0,0,1,7
Wales,2,1,1,7
Warner Bros. Pictures,0,2,0,7
Brock Turner,0,0,1,7
New York Post,1,1,5,7
Brooklyn,2,1,4,7
Uganda,0,0,1,7
Stefan Halper,0,1,2,7
Missouri,1,1,2,7
Denmark,3,1,3,7
Syrian Observatory for Human Rights,4,0,1,7
48 hours,2,1,3,7
Sens.,1,2,4,7
Tennessee,2,3,0,7
Jan-18,4,0,1,7
Ms.,0,7,0,7
Jibril Rajoub,0,0,1,7
Defense Minister,2,0,5,7
Kathleen Willey,0,0,1,7
Treasury Department,0,1,4,7
Miss America,1,0,0,7
chairwoman,2,3,2,7
Inspector General,5,1,1,7
Dalian,0,1,4,7
Plaza Pabellón Rosarito,0,1,0,7
Haiti,4,0,2,7
John Nolte,0,4,2,7
Evan Vucci,1,4,0,7
directors,1,2,4,7
David J. Kramer,0,0,1,7
Nov-16,2,2,2,7
Mark Walker,0,1,1,7
Media Matters,0,0,4,7
Breitbart Tech,0,6,1,7
Herve Pierre,0,1,0,7
Mark Wilson,1,2,0,7
Brotherhood,0,0,2,7
Cairo,1,2,2,7
U.S. Border Patrol,1,0,0,7
Laredo Sector Border Patrol,2,0,0,7
Charles Schumer,0,2,1,7
Drew Angerer,1,2,1,7
Chick-fil-A,2,1,0,7
Al Qaeda,3,0,1,7
Germans,2,2,2,7
Easter,0,3,2,7
Heather LaBelle,0,1,0,7
NFL Team,1,0,0,7
Gary Ross,0,1,1,7
Wyoming,0,1,2,7
envoy,0,5,2,7
second day,2,1,0,7
Erbil,1,2,0,7
Mediterranean,0,2,3,7
Narendra Modi,2,0,4,7
U.N.,2,0,4,7
Ensenada,0,1,0,7
Interior Minister,1,1,5,7
"January 17, 2017",1,1,2,7
Washington Capitals,1,2,0,7
Robert F. Kennedy,0,1,0,7
Forbes,0,3,1,7
Michael Horowitz,0,0,2,7
Toronto,0,2,3,7
Giuseppe Conte,1,2,0,7
Russian studies,0,0,1,7
Nuevo León,2,1,2,7
American Civil Liberties Union,0,0,3,7
Manafort,1,0,0,7
Margaret Thatcher,1,0,0,7
U.S. Supreme Court,2,1,1,7
Afrin,2,0,1,7
Disney Animation,0,1,0,7
Pixar Animation,0,1,0,7
Ri Yong Ho,0,3,0,7
Moon,1,2,0,7
35 years,6,0,1,7
AfD,1,0,2,7
Donna Brazile,0,2,2,7
Jeff Wright,0,0,1,7
Tom Ciccotta,0,2,1,7
Peter Thiel,0,2,1,7
Theodore Roosevelt,0,4,0,7
U.S. Army,3,0,2,7
Socialist International,0,0,1,7
Detective,5,0,2,7
Officer,3,0,4,7
Macie,1,0,0,7
Elizabeth Warren,0,1,1,7
Nazis,2,0,4,7
Amplifier Foundation,0,1,0,7
John Culberson,0,0,1,7
Eastern Germany,0,0,1,7
Statesman,0,0,1,7
Department of Housing and Urban Development,2,2,1,7
Barry Bonds,1,1,1,7
Secretary of Agriculture,0,3,4,7
Raqqa,1,0,3,7
Pence,0,2,2,7
Border Adjustment Tax,1,0,0,7
Breitbart News Network,0,1,1,7
Frauke Petry,1,0,1,7
Le Pen,0,2,0,7
FALN,1,1,0,7
Zika,2,0,0,7
@CNN,1,0,1,7
defense secretary,1,5,1,7
Fahrenheit,3,1,3,7
National Security Agency,1,3,0,7
Gloria Steinem,1,0,0,7
Mr. Magoo,0,2,1,7
George Washington,0,0,4,7
Senegalese,2,1,0,7
Joaquin “El Chapo” Guzman,1,0,0,7
Thank you very much,1,2,1,7
Jeh Johnson,0,3,0,7
Angolan,0,1,0,7
David Moscrop,0,0,1,7
DJI,7,0,0,7
Jimmy Morales,0,0,3,7
José Manuel Morales Marroquín,0,0,1,7
José Mujica Mujica,0,0,1,7
Julia Haywood,0,1,0,7
Mandy Moore,0,2,0,7
Mar-a-Lago,0,3,0,7
Oklahoma Corporation Commissioner,1,0,0,7
OneWest,1,0,0,7
presidentes,0,3,4,7
Ray Schulte,1,0,0,7
S&P 500,0,1,2,7
Stan Greenberg,0,0,1,7
sub-Saharan Africa,0,0,1,7
Time Warner,7,0,0,7
Umm al-Hiran,1,0,0,7
Will and Grace,0,1,0,7
Alexandre Alaphilippe,0,0,1,7
Bashar,0,2,0,7
Deepu Sudhakaran,1,0,0,7
Dick Van Dyke,1,0,0,7
"Donald Trump, Jr.",0,0,1,7
El Rodeo,1,2,1,7
España,0,2,2,7
Falcon Heavy,0,1,0,7
Fundación del Español Urgente,0,0,1,7
Hawai,1,0,0,7
Lenin,0,2,0,7
Matt Gaetz,0,1,0,7
Matthew Bailly,1,0,0,7
Megumi Yokota,1,0,0,7
Myanmar,1,0,0,7
Ronal Rodríguez,0,1,0,7
Saj Ahmad,1,0,0,7
Schuchat,0,0,1,7
Supreme Court Judgment,0,1,0,7
The Wizard of Oz,0,1,0,7
"Wed June 6, 2018",0,0,7,7
Al Arabiya News Channel,0,1,2,7
Arab Coalition,0,0,2,7
Qatari government,0,1,0,7
Crown Prince Mohammed,1,0,3,7
International Committee of the Red Cross,2,0,0,7
SPA,1,1,3,7
Saudi Press Agency,1,1,4,7
King Salman,0,1,2,7
Khalifa bin Zayed Al-Nahyan,0,1,0,7
Siraj Hassan Gawai,0,0,1,7
Salim al-Jabouri,1,0,0,7
Abdel Fattah al-Sisi,0,1,0,7
Belfast,0,1,2,6
Chelsea,0,1,1,6
commanders,4,1,1,6
Cuban embassy,1,0,0,6
Daily Mail,2,1,2,6
Darren Osborne,0,0,2,6
Downing Street,1,1,2,6
ERC,0,0,1,6
Esther O'Hara,1,0,0,6
Ethiopian,1,1,1,6
European Economic Area,0,1,0,6
five-year,2,1,3,6
General,1,2,3,6
Glasgow School of Art,0,1,0,6
Gucci,0,1,4,6
Imran Khan,1,0,1,6
Jennifer Sutcliffe,1,0,1,6
Judy Garland,0,3,1,6
Lady Wilson,1,0,0,6
Mike Kenny,0,0,2,6
National Geographic,0,0,4,6
Newsbeat,0,2,0,6
الأردن,2,1,0,6
الأمريكي,0,1,3,6
الصين,3,0,0,6
الولايات المتحدة,1,0,1,6
جدة,1,0,1,6
طالبان,0,0,1,6
عربي,5,1,0,6
عراق,0,0,1,6
سفارت آمریکا,0,0,1,6
تويتر,1,1,3,6
Oscar,1,4,1,6
Pope,0,3,3,6
Redacción* BBC News Mundo,0,0,1,6
Reino Unido,0,0,4,6
Santiago,2,0,1,6
Sir,1,4,1,6
Siraj Desai,1,0,0,6
South Africans,1,1,0,6
The Sun,2,0,2,6
وزیر خارجه,0,0,6,6
مجلس منبج العسكري,0,0,1,6
University of Glasgow,0,1,0,6
venezolano,0,0,3,6
Kirstjen Nielsen,3,1,1,6
Aaron Persky,0,0,1,6
Adelle Nazarian,1,5,0,6
GAB,0,0,6,6
Devin Nunes,0,5,0,6
Lee Zeldin,0,0,2,6
Claire McCaskill,0,2,0,6
Filipinos,0,1,1,6
Kevin McCarthy,1,1,1,6
Agence France-Presse,2,1,1,6
Syrian forces,1,2,2,6
Jerry Brown,0,2,0,6
17-year,2,2,1,6
Identitarian movement,1,0,0,6
Iowa,2,2,2,6
MS-13,3,0,0,6
14-year,3,0,1,6
FL,1,2,3,6
Republican Senators,1,0,2,6
socialist,1,1,3,6
Sean Hannity,2,1,1,6
Mauricio Macri,1,0,2,6
Islamic republic,0,0,1,6
JIM WATSON,1,2,0,6
PC,5,0,1,6
Verla Insko,0,1,0,6
Bullets,0,0,6,6
breitbart.com/downrange,0,0,6,6
Joe Hagin,0,1,0,6
Diane Foley,0,0,1,6
Public Health England,0,1,0,6
my Lord and Savior,0,1,0,6
Southern Poverty Law Center (SPLC,0,1,0,6
Pierre Elliott Trudeau,0,1,0,6
Anderson Cooper,2,1,0,6
Budweiser organized Country,1,0,0,6
NPR,1,3,0,6
Make America,0,4,0,6
ten years,4,0,2,6
Never Trump,2,0,1,6
program director,1,0,5,6
Senate Intelligence Committee,3,1,1,6
20-year,2,1,2,6
Maggie Mamer,1,0,0,6
Cártel Tijuana Nueva Generación,1,0,0,6
Diddy,1,0,0,6
Cate Blanchett,1,1,1,6
Business Insider,1,3,1,6
Vermont,2,2,1,6
Dodd-Frank,1,2,0,6
America First,3,3,0,6
Defense Secretary,3,1,2,6
Jun-07,3,0,3,6
Gordon Hartogensis,1,0,0,6
$5 million,0,1,5,6
$25 million,0,1,4,6
This morning,3,1,2,6
Mainz,1,0,2,6
35-year,1,1,3,6
15-year,2,1,2,6
Warner,0,5,1,6
Todd Huston,0,6,0,6
Erica Bain,1,0,0,6
Rand Paul Blocked,0,0,1,6
ATIB,0,0,3,6
Herbert Kickl,0,1,2,6
Department of Agriculture,2,2,0,6
Axios,0,3,2,6
Chicago Area,1,0,0,6
Queens,1,3,0,6
ABC Apologizes,1,0,0,6
Mary Bousted,0,1,0,6
Paul Manafort,0,1,0,6
Rabbi,3,3,0,6
Mariah Parker,1,0,0,6
Bible,2,3,0,6
OPEC,1,2,1,6
Jerusalem Day,1,1,1,6
Kim Yo-jong,0,1,0,6
Seoul,0,1,4,6
Clemens,1,2,0,6
Jessica Vaughan,1,0,0,6
Neil Armstrong,0,1,0,6
Ann Coulter,0,3,0,6
Dan Backer,0,0,1,6
Tyrone Randolph,1,0,0,6
Bureau of Land Management,2,0,0,6
Kuwait,2,0,3,6
Raheem Kassam,0,0,3,6
Obama Frees Chelsea Manning,1,0,0,6
National Assembly,0,1,3,6
four months,1,1,4,6
Aga Khan,0,0,1,6
Imam,1,0,5,6
President-Elect,3,2,1,6
Kanye West,0,4,0,6
Access Hollywood,0,1,1,6
David Axelrod,1,0,4,6
Little Elm Police Det,0,0,1,6
Kazakhstan,1,1,1,6
Wilfried M.,1,0,0,6
Emily Ronald,1,0,0,6
F.A.L.N.,0,1,0,6
Chicago Annenberg Challenge,1,0,0,6
Puerto Rican,1,2,1,6
"Austin, TX",0,0,4,6
Sam Moore,0,2,1,6
Broadway,0,2,0,6
Stormer,0,3,0,6
Office and U.S Immigration and Customs Enforcement,1,0,0,6
Austin American-Statesman,3,0,0,6
Gabriel Sherman,0,1,2,6
Richmond,3,0,0,6
Tom Carper,1,0,0,6
Ed Markey,0,0,1,6
Senate confirmation,1,2,3,6
24 hours,3,0,1,6
David Ignatius,0,0,3,6
The Huffington Post,3,1,2,6
three decades,2,1,2,6
Tim Kaine,1,1,1,6
Jacques Hamel,1,0,0,6
OAG’s Law Enforcement Unit,0,0,1,6
Deborah Cooper,1,0,0,6
Stalin,3,0,0,6
Claudia Martin,1,0,0,6
IQ,0,0,2,6
Lincoln,1,2,0,6
Washington D.C.,1,4,1,6
Louisiana,1,3,2,6
Larry Summers,0,0,1,6
Joseph Stiglitz,2,0,0,6
Sgt.,0,3,3,6
Financial Stability Oversight Council,0,0,1,6
Mideast,0,3,1,6
Bashar Assad,1,0,1,6
US Treasury,0,3,3,6
Shikha Dalmia,0,1,0,6
Council on American-Islamic Relations,0,0,1,6
Brink,0,0,1,6
Indians,0,1,1,6
Abruzzo,3,0,0,6
Mike Enzi,1,1,1,6
Nasa,1,0,0,6
University of Washington,3,0,1,6
Harambe,1,0,2,6
